


Company,Contacts,URL,"Company Description",Round,Date,Amount,"Round Investors","All Investors","Total Funding",Sector,Industry,Sub-Industry,Country,State,City
"WebLink International",64,http://www.weblinkinternational.com,"WebLink International provides member management software and service solutions to support the business management and marketing needs of associations and chambers of commerce. WebLink delivers association management software that manages the operations, marketing, finance, website, and member management functions of business associations. The member management software solution allows partners to automate and streamline operations, reduce costs, optimize data for business intelligence, communicate and collaborate effectively, generate non-dues revenue, and add significant value to the members they serve. WebLink is a Microsoft Certified Partner.","Series A",2008-05-09,3.5,"Undisclosed Investors","Allos Ventures;Gazelle TechVentures;MemberClicks;Reservoir Venture Partners;Spring Mill Venture Partners;Undisclosed Investors",9.17,Internet,"Internet Software & Services","Collaboration & Project Management","United States",Indiana,Carmel
33Across,19,http://www.33across.com,"33Across is developing technology that aims to help social media companies increase their revenue by unlocking hidden data from social interactions. 33Across' Brand Graph offers technology, tools, and real-time predictive systems to connect content and products into the social graph. Clients rely on their Brand Graph to leverage how individuals and the networks around them react to what is read, purchased, shared, and recommended in real-time.","Series A",2008-05-09,1.25,"First Round Capital","Compound;First Round Capital;Flybridge Capital Partners;Great Oaks Venture Capital;Greycroft Partners;iNovia Capital;Panorama Capital;QED Investors;Rose Tech Ventures",26.15,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States","New York","New York"
Goodrec,1,http://www.goodrec.com,"GlycosBio is transforming the fuels and chemicals industries with biological systems that can flexibly manufacture high value products from a range of feedstocks. We have acquired and developed a number of platform technologies which will allow us to reduce production cost with environmentally friendly technologies as an alternative to petrochemical-based manufacturing. Products envisioned include replacement of existing polymers with chemically equivalent polymers entirely derived from renewable resources.","Series A",2008-05-08,0.9,"Uncork Capital","Auren Hoffman;Betaworks;TechCrunch50;Uncork Capital",2,Internet,"Internet Software & Services","Information Providers & Portals","United States",California,"San Francisco"
"Host Analytics",141,http://www.hostanalytics.com,"Host Analytics is a provider in cloud-based enterprise performance management (EPM), offering a suite of financial applications for planning, consolidation, reporting, and analytics. World-class companies like NEC, Burlington Coat Factory, and Sanmina trust Host Analytics to power their strategic financial systems. Host Analytics is a fast-growing, private company backed by venture capitalists and is headquartered in Silicon Valley with customers in over 80 countries.","Series A",2008-05-07,6,"Advanced Technology Ventures;Trident Capital","Advanced Equities Financial;Advanced Technology Ventures;Apax Partners;Centerview Capital;Eastward Capital Partners;i2E;Next World Capital;StarVest Partners;Trident Capital",80.25,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"Redwood City"
Kronomy,,http://www.kronomy.com,"Kronomy lets users share their life with friends, family and others by adding and importing pictures, videos and text links.","Series A",2008-05-06,,"btov Partners;Qino Asset Management & Advisory","btov Partners;Qino Asset Management & Advisory",,Internet,"Internet Software & Services",Social,"United States",California,"Mountain View"
"Vertical Acuity",,http://www.verticalacuity.com,"Vertical Acuity is a Content Logistics Platform. The company empowers online publishers to grow their businesses by discovering, organizing and publishing content to and from thousands of sites across the web, without the cost of developing traditional business relationships. Vertical Acuity helps digital publishers monetize content they don't own on their sites and syndicate their content to sites they don't own. The company enables intelligent, frictionless, mass scale digital curation and partner management that shifts revenues from search engines and social networks to publishers and content owners.","Series A - II",2008-05-06,0.25,"Undisclosed Investors","Kinetic Ventures;Noro-Moseley Partners;Rho Ventures;Undisclosed Investors",6.73,Internet,"Internet Software & Services","Content Management","United States",Georgia,Atlanta
Kanjoya,28,http://www.kanjoya.com,"Kanjoya uses natural language processing (NLP) and machine learning (ML) methods to deliver meaning and context from unstructured data in real-time, from sources including surveys, performance reviews, and interview notes. The company builds projects that offer data integration, deliver results, and enable emotion in technology via three platforms: Crane, which discovers insights through emotional signals; Experience Project, which connects people around common life experiences; and BroadCause, which injects story-telling and narrative into cause campaigns.","Series A",2008-05-05,3,"Allegro Venture Partners;The D. E. Shaw Group","Allegro Venture Partners;Baseline Ventures;Floodgate;SV Angel;The D. E. Shaw Group;Thomas McInerney;Ultimate Software Group",12.61,Internet,"Internet Software & Services","Customer Relationship Management","United States",California,"San Francisco"
Location,,http://www.neighborhoodscout.com,"Location, Inc. is a Rhode Island based corporation born of university research, specializing in Internet-based neighborhood search services for homebuyers. Andrew Schiller is the founder and President of Location, Inc. Schiller earned his Ph.D. from Clark University's Graduate School of Geography, a Masters Degree from the University of Tennessee, and a BA from the University of Southern Maine. Dr. Schiller was previously a scientist at Oak Ridge National Laboratory and Atomic Energy Complex, and also Director of Science for The Nature Conservancy's Tennessee Chapter. He has conducted research and published with Harvard's Kennedy School of Government and Stanford University.","Series A",2008-05-05,0.6,"Slater Technology Fund","Slater Technology Fund",0.6,Internet,"Internet Software & Services",,"United States","Rhode Island",Woonsocket
"Social Gaming Network",64,,"Social Gaming Network (SGN) connects people around the world through great games. The company is a mobile cross-platform developer and publisher of games on Facebook, iOS, and Android, SGN lays claim to hit titles such as Panda Jam, Bingo Blingo, Fluff Friends Rescue, Jewels of the Amazon, Skies of Glory, and MindJolt.","Series A",2008-05-05,15,"Amidzad Partners;Columbia Capital;Founders Fund;Greylock Partners;Novak Biddle Venture Partners","Amidzad Partners;Austin Ventures;Bezos Expeditions;Columbia Capital;Felicis Ventures;Founders Fund;Greylock Partners;Jam City;Lars Hinrichs;Novak Biddle Venture Partners;TomorrowVentures",17.6,Internet,"Internet Software & Services",Social,"United States",California,"Beverly Hills"
Wishpot,1,http://www.wishpot.com,"Wishpot aims to make it easy for users to shop anywhere, keep all their finds in one place, connect with friends, and discover the hottest deals.    in September 2012, Wishpot was acquired by Lockerz. The valuation of Wishpot was undisclosed. Other terms of the deal were not released.","Series A",2008-04-24,1,"Curious Office Partners;H-FARM;Monster Venture Partners","AdorStyle;Alliance of Angels;Curious Office Partners;H-FARM;Monster Venture Partners",1.01,Internet,eCommerce,,"United States",Washington,Seattle
"Central Desktop",23,http://www.centraldesktop.com,"Central Desktop aims to provide collaboration tools for business teams.  Their solution aims to make it easy for teams to collaborate on projects both inside and outside the firewall without the need to download, install or configure any software.  Applications for their solutions include managing projects, creating team intranets and group workspaces.","Series A",2008-04-23,7,"OpenView Venture Partners","OpenView Venture Partners;Premiere Global Services",7,Internet,"Internet Software & Services","Collaboration & Project Management","United States",California,Pasadena
"Castlight Health",129,http://www.castlighthealth.com,"Castlight Health, formerly Maria Health, provides a health care management suite designed to help employers make reliable cost and quality data for medical services available to employees via the Web or mobile devices. Castlight is a new category of cloud-based software that enables enterprises to gain control over their rapidly escalating health care costs. The company's Enterprise Healthcare Cloud allows customers to conquer the complexity of the existing health care system by providing personalized information to their employees, implementing technology-enabled benefit designs and integrating disparate systems and applications.","Series A",2008-04-22,1.06,Venrock,"Allen & Company;Cleveland Clinic;Maverick Capital;Morgan Stanley;Oak Investment Partners;Public;Redmile Group;T. Rowe Price;US Venture Partners;Venrock;Wellcome Trust",178.06,Internet,"Internet Software & Services",Healthcare,"United States",California,"San Francisco"
Dstillery,72,http://www.dstillery.com,"Dstillery is the former Media6Degrees. The company is at the forefront of advertising technology, pioneering new ways to create brand value for marketers by extracting signals from the complete customer journey and activating them across all screens.","Series A",2008-04-22,2.5,Venrock,"Contour Venture Partners;Coriolis Ventures;Menlo Ventures;NewSpring Holdings;US Venture Partners;Venrock",55.68,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
"Social Solutions",155,http://www.socialsolutions.com,"Social Solutions Global, creators of Efforts to Outcomes (ETO) software, equips over 16,000 programs with web-based data-tracking and outcomes-oriented case management tools to improve results, simplify reporting requirements and improve efficiencies in delivering services across agencies and funding streams. Unlike traditional CRM and Case Management tools, ETO software was designed to help agencies improve outcomes by identifying and scaling effective programs. The ETO platform is flexible enough to be uniquely configured based on service population and evidence-based practices models, without the need for custom development to make changes to the software as your organization continues to evolve.","Series A",2008-04-22,2.75,"IDEA Fund Partners;WWC Capital Group","Ballmer Group;Frontier Capital;IDEA Fund Partners;Vista Equity Partners;Woodbrook Capital;WWC Capital Group",11.75,Internet,"Internet Software & Services","Collaboration & Project Management","United States",Texas,Austin
AppDynamics,12,http://www.appdynamics.com,"AppDynamics is a provider of Software-as-Service (SaaS) and on-premise application performance management for modern application architectures in both the cloud and the data center. The company delivers solutions for highly distributed and agile environments, helping companies monitor, troubleshoot, diagnose, and scale production applications. AppDynamics has combined its technology platform with an ""easy-to-use"" approach which enables Development and Operations teams to be up and running on AppDynamics within minutes.","Series A",2008-04-22,5.5,"Greylock Partners;Lightspeed Venture Partners","Adage Capital Management;Altimeter Capital;Battery Ventures;Cisco Systems;ClearBridge Investments;Cross Creek Advisors;General Atlantic;Goldman Sachs;Greylock Partners;Harmony Partners;Industry Ventures;InstantScale Ventures;Institutional Venture Partners;Kleiner Perkins Caufield & Byers;Lightspeed Venture Partners;Sands Capital;Sharespost;Silicon Valley Bank",414.5,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"San Francisco"
OLO,32,http://www.olo.com,"OLO is a mobile ordering provider for restaurants. The company also operates GoMobo, a mobile payments company that has developed a restaurant remote ordering system. GoMobo works by letting users find a restaurant near them with their mobile phone or via the internet. The internet platform allows users to find nearby restaurants, place an order online and then pick up. On the mobile phone, GoMobo aims to let users order by text message and receive text message pick up time confirmations.","Series A",2008-04-21,7,"Core Capital Partners;Founder Collective;RRE Ventures","Core Capital Partners;David Frankel;eBay;Founder Collective;RRE Ventures;The Raine Group",62,Internet,eCommerce,"Food & Grocery","United States","New York","New York"
Proxsys,,http://www.proxsyscorp.com,"Proxsys aims to offer web-based solutions for healthcare facilities with the aim of providing convenience for the patient, and ultimately, adding customer satisfaction. Per the company, Proxsys specializes in creating work flow efficiencies in the front end of the hospital revenue cycle.","Series A",2008-04-21,1.5,"Advantage Capital;Clayton Associates;FCA Venture Partners","Advantage Capital;athenahealth;Clayton Associates;FCA Venture Partners",1.5,Internet,"Internet Software & Services",,"United States",Alabama,Birmingham
"Travel Ad Network",,http://www.traveladnetwork.com,"Travel Ad Network is an online advertising representation firm acting as the exclusive sales force for more than 200 travel publishers in the online media marketplace, including Rand McNally and BBC's Lonely Planet.","Series A",2008-04-21,15,"Rho Ventures;Village Ventures","Rho Ventures;StarVest Partners;Village Ventures",45,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
Kaazing,19,http://www.kaazing.com,"Kaazing, founders of the HTML5 WebSocket standard, offers a Web and mobile communication platform for live data delivery. Kaazing's high-performance Web communication platform is essential for Web and mobile solutions that require secure, reliable, massively scalable, and instant two-way data delivery - critical for real-time transactions, eCommerce, trading, voting, analytics, and collaboration. Based in Mountain View, CA, Kaazing has offices in North America, Europe, and Asia. Customers and partners include HSBC, JPMC, BP, TIBCO, and Global 1000 financial, ecommerce, transportation, healthcare and entertainment companies.","Series A",2008-04-18,1,"Undisclosed Investors","Columbus Nova Technology Partners;Dave Amoroso;Epic Ventures;New Enterprise Associates;Peer Venture Partners;Thematic Capital;Undisclosed Investors",48.02,Internet,"Internet Software & Services","Networking & Connectivity","United States",California,Alviso
Vysr,,http://www.vysr.com,"consumers are forced to browse multiple sites to accomplish a single task or are shackled to one site to use a particular service. This site-centric model limits how and where consumers can engage, interact with, and enjoy their favorite Web sites and services, including how much time they spend doing various tasks.  The company solve this problem by delivering a new level of freedom for consumers to use and share any of their Web services in any browsing context - all on their own terms.  The company's open platform aims to provide developers with any easy way to add and integrate services and networks that users can tap into as theyntravel the Web.  Media companies, Web site owners, and brands all benefit from this approach - a highly immersive, contextual way to engage consumers based on how they actually want to ""browse"" the Web.","Series A",2008-04-18,2,"Sand Hill Angels;VenturEast","Sand Hill Angels;VenturEast",2,Internet,"Internet Software & Services",,"United States",California,"Palo Alto"
SaysMe.TV,,http://www.saysme.tv,"SaysMe.TV aims to empower people to make their voices heard on TV by creating and running :30 second ads in highly targeted, local markets. SaysMe.TV is the only company that aims to enable consumers to buy individual spots on their favorite cable networks. This service aims to let organizations of all shapes and sizes (and their members) personalize and air powerfully moving ads on TV channels across the United States, directly from the organization's web site. Multi-ad campaigns can be run for as little as $100. Finally, anyone can grab a bullhorn and say what they want to a mass audience.  The company counts Intel Capital, Prime Capital, Ashton Kutcher's Katalyst Films, and outdoor media titan, William Apfelbaum, among its investors. SaysMe was founded in 2007 and has offices in Los Angeles, New York and Austin.","Series A",2008-04-18,,"Bill Apfelbaum;Intel Capital;Katalyst Media;Prime Capital","Bill Apfelbaum;Intel Capital;Katalyst Media;Prime Capital",,Internet,"Internet Software & Services",Video,"United States",California,Venice
Redux,,,"Redux is a new kind of TV-hundreds of channels of entertaining, hand-picked video, all from a passionate community of curators. Redux makes discovering exceptional online video as enjoyable and effortless as watching cable television.","Series A",2008-04-17,3.5,"Alsop Louie Partners;DFJ","Alsop Louie Partners;Crunchyroll;DFJ;Peter Thiel",6.15,Internet,"Internet Software & Services",Video,"United States",California,Berkeley
LiveProcess,13,http://www.liveprocess.com,"LiveProcess provides a web-based software platform and professional services to help manage best practice emergency preparedness and incident management programs. The LiveProcess platform leverages automation technology to reduce the time, cost and resources needed to prepare for disasters and emergencies, comply with Joint Commission, NIMS, and local/state regulations, and to effectively respond to events. The platform is built on a distributed, redundant and secure architecture that lets users share information safely with people and facilities.","Series A",2008-04-16,3,"Scientific Health Development","Deutsche Bank;Scientific Health Development",4.61,Internet,"Internet Software & Services",Healthcare,"United States","New Jersey",Verona
Tunewiki,,http://www.tunewiki.com,"TuneWiki is an online music site and wiki that is aiming to crowd source a database of music lyrics. The company seeks to have the lyrics always on, always available, always synchronized to music - on any device that can play music back and connect to the internet.","Series A",2008-04-15,3,Benchmark,"Benchmark;Docomo Capital;Hillsven Capital;Intellect Capital Ventures;Motorola Solutions Venture Capital",10,Internet,"Internet Software & Services",Music,"United States",California,Milpitas
"8D World",1,http://www.8dworld.com,"8D World is a virtual world focused on teaching English as a Second Language to the world's 1 billion English learners in a highly motivating environment.","Series A",2008-04-15,1,"Undisclosed Investors","Gobi Partners;Mizuho Capital;Spark Capital;Undisclosed Investors",6.25,Internet,"Internet Software & Services","Education & Training","United States",Massachusetts,Woburn
RueLaLa.com,119,http://www.ruelala.com,"RueLaLa is an invitation-only destination for private sale Boutiques that open daily and stay open only for a short time. Users can invite friends and discover sought-after brands in fashion, accessories, footwear, home, travel, wine, gourmet food, local services, and more.","Series A",2008-04-14,25,"Breakaway Innovation Group;General Catalyst;Mugar Enterprises;New England Development","Breakaway Innovation Group;eBay;General Catalyst;GSI Commerce;Kynetic;Mugar Enterprises;New England Development",514,Internet,eCommerce,"Apparel & Accessories","United States",Massachusetts,Boston
MyVBO,,http://www.myvbo.com,"MyVBO is a web application with an easy-to-use interface that informs, educates, shops competitively, connects socially, and provides essential business services. It offers information and technology solutions, serves up real-time business stats, downloads news and video feeds, shops for frequently-purchased products, connects with other business professionals around the world, and provides a forum for those businesses to conduct commerce.  MyVBO operates FreePriceAlerts (www.freepricealerts.com), a service that automatically alerts web surfers to potential savings while they are shopping the sites they normally visit. Once the price engine is added to a browser, it searches for best prices every time the user shops online retail sites.","Series A",2008-04-14,1,"Undisclosed Investors","10X Venture Partners;Nick Grewal;Undisclosed Investors",3.62,Internet,eCommerce,"eCommerce enablement","United States","New Hampshire",Milford
Eqal,1,http://www.eqal.com,"Eqal is a social entertainment company that focuses on the build and growth of web communities for celebrities and brands.    In September 2012, Eqal was acquired by Everyday Health. The valuation of Eqal was $20 million. Other terms of the deal were not released.","Series A",2008-04-11,5,"Georges Harik;Marc Andreessen;Ron Conway;Spark Capital","Everyday Health;Georges Harik;Marc Andreessen;Ron Conway;Spark Capital;Undisclosed Investors",5.65,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States",California,"North Hollywood"
QuickHit,2,http://www.quickhit.com,"Quick Hit is a developer and publisher of free online social sports games.","Series A",2008-04-11,5,"New Enterprise Associates","MMV Financial;New Enterprise Associates;TriplePoint Capital;Valhalla Partners",18.95,Internet,"Internet Software & Services",Gaming,"United States",Massachusetts,Foxborough
Modelinia,,http://www.modelinia.com,"Modelinia is a video centric entertainment brand focused on supermodels.","Series A",2008-04-11,5,"Polaris Partners","Polaris Partners",5,Internet,"Internet Software & Services",Video,"United States","New York","New York"
"Lattice Engines",,http://www.lattice-engines.com,"Lattice Engines offers data-driven business applications that help companies market and sell more intelligently. Lattice's complete set of marketing and sales applications predicts who will buy, what they are likely to buy, and when.","Series A",2008-04-11,1.7,"Battery Ventures","Battery Ventures;Blue Cloud Ventures;New Enterprise Associates;Piper Jaffray;River Cities Capital Fund;Sequoia Capital;Undisclosed Investors",80.75,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",California,"San Mateo"
"Serious Business",,http://www.seriousbusiness.com,"Serious Business provides social gaming applications","Series A",2008-04-10,4,"Lightspeed Venture Partners","Lightspeed Venture Partners;Zynga",4,Internet,"Internet Software & Services",Gaming,"United States",California,"San Francisco"
"Play Hard Sports",,http://www.playhard.net,"Quick Hit offers online football simulation games.","Series A",2008-04-10,5,"New Enterprise Associates","New Enterprise Associates;TriplePoint Capital;Valhalla Partners",13,Internet,"Internet Software & Services",Gaming,"United States",Massachusetts,Foxboro
Ustream,33,http://www.ustream.tv,"Ustream is an interactive video broadcast platform that aims to enable anyone with a camera and an Internet connection to quickly and easily broadcast to a global audience of unlimited size. It aims to allow anyone to become a broadcaster by creating their own channel on Ustream or by broadcasting through their own site, empowering them to engage with their audience and further build their brand.","Series A",2008-04-09,11.1,"Band of Angels;DCM Ventures;Labrador Ventures","Band of Angels;Bridge Capital Holdings;Chris Yeh;DCM Ventures;Eastward Capital Partners;IBM;Infinity Fund;KT Corporation;Labrador Ventures;Recruit Strategic Partners;Softbank Capital;Uncork Capital;Western Technology Investment",64.1,Internet,"Internet Software & Services",Video,"United States",California,"San Francisco"
FrontStream,69,http://www.frontstream.com,"FrontStream helps charities and companies raise money, engage employees, and make a positive impact in their communities. Nonprofit and corporate customers use FrontStream's Intelligent Engagement Platform for donor management, auctions, charity events, peer-to-peer and online fundraising, employee giving, volunteering, and matching.","Series A",2008-04-09,16,"Noro-Moseley Partners;Southpoint Capital Advisors;SSM Partners;Wakefield Group","Arsenal Capital Partners;Marlin Equity Partners;Noro-Moseley Partners;Southpoint Capital Advisors;SSM Partners;Wakefield Group",46,Internet,"Internet Software & Services","Collaboration & Project Management","United States",Massachusetts,Cambridge
Cortera,48,http://www.cortera.com,"Cortera, fka eCredit, aims to provide business information and offers tools to improve corporate intelligence. With its database of private and public U.S. companies, analytics about each of those companies and advanced workflow software, Cortera aims to help business analysts, sales and marketing and credit and collections professionals know more about prospects, customers and partners.","Series A",2008-04-08,8,"Battery Ventures;CIBC World Markets;Fidelity Ventures","Abenex Capital;ABN AMRO Bank;Actua Corporation;Allen & Company;Apex Venture Partners;Bain Capital;Battery Ventures;Chase H&Q;CIBC World Markets;Court Square Capital Partners;DFJ;Eastman Ventures;Fidelity Ventures;Financial Venture Fund;FTV Capital;Gateway Inc.;Hewlett-Packard;J.P. Morgan Partners;Mellon Ventures;Mitsui & Co. Global Investment;North Hill Ventures;Sterling Partners;TomorrowVentures;Trident Capital;Undisclosed Investors;Volition Capital;Vortex Partners;Wells Fargo & Company",81.31,Internet,"Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","United States",Florida,"Boca Raton"
Lavante,32,http://www.lavante.com,"Lavante, formerly Audit Solutions, is a a SaaS-based procure-to-pay (P2P) supplier information management (SIM) and recovery audit services firm. Lavante provides on-demand supplier management solutions, including recovery audit and supplier information management applications, and delivers efficient technology-driven solutions that allow companies to quickly drive dollars to the bottom line, improve supplier communications, and assure high supplier data quality. Lavante solutions are deployed across enterprises including the hospitality, retail, entertainment, manufacturing, and medical industries.","Series A",2008-04-08,5,"ATA Ventures;Venrock","ATA Ventures;Point Guard Ventures;PRGX Global;Sapphire Ventures;Venrock",25.32,Internet,"Internet Software & Services","Supply Chain & Logistics","United States",California,"San Jose"
Piksel,224,http://www.piksel.com,"Piksel, formerly KIT digital, helps the world's leading brands maximize their reach and return with video. Comprised of a global team of experts we call ""televisionaries,"" Piksel has helped to design, build, and manage online video services for major media companies like AT&T, BSkyB, Mediaset, and Sky Deutschland, as well as enterprise brands like Airbus, Barnes & Noble, and Volkswagen.","Series A",2008-04-07,5,"KCP Capital","033 Asset Management;A. Spector Capital;Ashford Capital Management;Enable Capital Management;Glacier Asset Management;Iroquois Capital Group;KCP Capital;Lacuna;Lehman Brothers;Lewis Asset Management;Management Buyout (MBO);Raptor Capital Management;Shannon River Capital Management;Telefonica;Tudor Ventures;Wellington Management",65.6,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New York","New York"
Loomia,,,"Loomia's social convergence, web personalization and recommendations platform empowers consumer discovery of content and products related to their individual interests. Loomia's technologies encompass multiple dimensions of relevance, including textual, contextual, personal and social. Its new SeenThis application uniquely bridges established social networking sites with media sites, allowing consumers to see at-a-glance what items are popular with their social circles, wherever they go -- right on their favorite content sites, as well as within their social networks. Loomia's SaaS-based platform powers more than 50 media publishers and retail websites, including The Wall Street Journal, NBC Universal, CNET Networks and Audible.","Series A",2008-04-07,5,"Asset Management Ventures;Peacock Equity Fund;Telefonica","Asset Management Ventures;Aydin Senkut;Ben Davenport;Brad Feld;Georges Harik;Michael Parekh;Peacock Equity Fund;Ron Conway;Telefonica;Uncork Capital;Undisclosed Venture Investors",7.5,Internet,eCommerce,"eCommerce enablement","United States",California,"San Francisco"
"HedgeCo Networks",10,http://www.hedgeco.net,"HedgeCo.Net is a free hedge fund database with information on more than 5,500 hedge funds. The company's hedge fund portal includes hedge fund daily breaking news, alternative investment news, conference details, a service provider directory, hedge fund software, frequently asked questions and many more hedge fund specific features and educational resources.","Series A",2008-04-07,3,"IA Capital Group","IA Capital Group;Undisclosed Investors",3.2,Internet,"Internet Software & Services","Information Providers & Portals","United States",Florida,"West Palm Beach"
Mog,7,http://www.mog.com,"MOG is a social online service providing music discovery solutions.  The platform enables users to interact with each other as well as musicians that they follow.    In March 2012, MOG was acquired by Beats Electronics, a unit of HTC. The valuation of MOG was undisclosed. Other terms of the deal were not released.","Series A",2008-04-07,2.8,"Sony;The Angels' Forum;Universal Music Group","Balderton Capital;Beats Electronics;Dead;Gracenote;Menlo Ventures;Scott Jones;Simon Equity Partners;Sony;The Angels' Forum;Undisclosed Angel Investors;Undisclosed Venture Investors;Universal Music Group",27.6,Internet,"Internet Software & Services",Music,"United States",California,Berkeley
GamerDNA,1,http://www.gamerdna.com,"GamerDNA is a social network for online gamers and the massively multiplayer online roleplaying games (or MMORPG) community. The site is focused on providing a place for guilds, gaming groups and individual gamers to interact, find friends, discover gaming content and plan gaming sessions.The company was previously knows as GuildCafe. GuildCafe.com (a website devoted to organizing groups within MMORPGs like World of Warcraft and Guild Wars, as well as clan-based multiplayer games such as Halo and Call of Duty) continues as a separate site.","Series A",2008-04-07,3,"Flybridge Capital Partners","Crispy Gamer;Flybridge Capital Partners",3.6,Internet,"Internet Software & Services",Social,"United States",Massachusetts,Cambridge
"Health Plan One",12,http://www.healthplanone.com,"HealthPlanOne is a web based health insurance brokerage focused on marketing individual/family health insurance, and small business health insurance.","Series A",2008-04-07,6.5,"Bill Sullivan;Chan Wheeler;FirstMark Capital;Greycroft Partners","Bill Sullivan;Chan Wheeler;FirstMark Capital;Greycroft Partners;Peloton Equity",6.5,Internet,eCommerce,"Comparison Shopping","United States",Connecticut,Shelton
JellyCloud,,http://www.jellycloud.com,"JellyCloud offers online behavioral marketing","Series A",2008-04-02,11.5,"Crosslink Capital;Sand Hill Capital;Softbank Capital;US Venture Partners","Crosslink Capital;Dead;Sand Hill Capital;Softbank Capital;US Venture Partners",11.5,Internet,"Internet Software & Services",,"United States",California,"Redwood City"
"Travora Networks",,http://www.travoramedia.com,"Travora is a travel media and information company offering publisher representation across all stages of the travel lifecycle. The company's publishers include Rough Guides, Let's Go, Not For Tourists, Vayama, Viator, and Rand McNally.    In February 2013, Travora Networks was acquired by MediaShift. The valuation of Travora Networks was undisclosed. Other terms of the deal were not released.","Series A",2008-04-01,15,"Rho Ventures;Village Ventures","Eastward Capital Partners;MediaShift;Rho Ventures;StarVest Partners;Village Ventures",34,Internet,"Internet Software & Services","Advertising Network or Exchange","United States","New York","New York"
Reachable,3,http://www.reachable.com,"Reachable, formerly 7 Degrees, is the developer of a social enterprise solution that enables organizations to leverage collective relationships to reach more people and close more business faster. Reachable helps sales reps close more deals, recruiters find more talent, and professionals establish new business relationships.","Series A",2008-03-26,1.16,"Parkview Ventures;vSpring Capital","Parkview Ventures;Rho Ventures;Undisclosed Investors;vSpring Capital",8.71,Internet,"Internet Software & Services","Customer Relationship Management","United States",California,"Palo Alto"
ThreatMetrix,86,http://www.threatmetrix.com,"ThreatMetrix®, The Digital Identity Company®, empowers the global economy to grow profitably and securely without compromise. With deep insight into 1.4 billion anonymized user identities, ThreatMetrix ID delivers the intelligence behind 75 million daily authentication and trust decisions, to differentiate legitimate customers from fraudsters in real time.","Series A",2008-03-24,3.1,"CM Capital;Technology Venture Partners","Adams Street Partners;August Capital;CM Capital;In-Q-Tel;NXT Capital;RELX Group;Sharespost;Silicon Valley Bank;Technology Venture Partners;Tenaya Capital;US Venture Partners",92.3,Internet,"Internet Software & Services","Monitoring & Security","United States",California,"San Jose"
"Fluid Entertainment",,http://www.fluidentertainment.com,"Fluid Entertainment's mission is to create interactive content for children such that it enriches their lives. To establish and maintain long term client relations based on the shared ideals of integrity, trust, and respect. To build and maintain a corporate identity where the employee is considered first. To honor the creative spirit that brings us together under one roof. To truly enjoy what we do. In an industry where the average developer lasts less than two years, Fluid is going strong well into our ninth. We've played an integral role in almost every major brand in the last decade, from Mickey Mouse to Arthur the Aardvark to the Powerpuff Girls. We've built software for almost every major children's publisher "" from Hasbro, to back-in-the-day Berkeley Systems, to the Learning Company. We're proud of our partnerships within the industry, and the repeat business we generate.","Series A",2008-03-24,3.2,"Trinity Ventures","Band of Angels;Labrador Ventures;Trinity Ventures",3.2,Internet,"Internet Software & Services",Gaming,"United States",California,"Mill Valley"
Gamook,3,http://www.gamook.com,"Hooked Media Group is an online gaming platform that aims to enable players, developers, web publishers and advertisers to play, embed and earn with games. The company are headquartered in San Francisco, California.","Series A",2008-03-24,1.5,"US Venture Partners","US Venture Partners",1.5,Internet,"Internet Software & Services",Gaming,"United States",California,"Menlo Park"
CloudLock,43,http://www.cloudlock.com,"CloudLock, formerly Aprigo, helps enterprises extend data security practices and policies to the cloud. Its information security applications enable organizations to enforce regulatory, operational, and security compliance in public cloud platforms. CloudLock is also a provider of cloud cybersecurity and CASB solutions, securing SaaS, PaaS, IaaS, and IDaaS environments and extends custom security services to homegrown applications, as well as ISV offerings.","Series A",2008-03-21,3,"Cedar Fund","Ascent Venture Partners;Bessemer Venture Partners;Cedar Fund;Cisco Systems;Salesforce Ventures",34.9,Internet,"Internet Software & Services","Monitoring & Security","United States",Massachusetts,Waltham
Sparkroom,5,http://www.sparkroom.com,"Sparkroom provides transparent, analytics-based strategies so that companies can maximize their marketing campaign efforts.","Series A",2008-03-21,4,"Matrix Partners","Digital Media Solutions;Matrix Partners",4,Internet,"Internet Software & Services","Advertising, Sales & Marketing","United States","New Jersey",Paramus
